卉	416
半	417
华	418
协	419
卑	420
卒	421
卓	422
单	423
卖	424
南	425
博	426
卜	427
占	428
卡	429
卢	430
卤	431
卦	432
卧	433
卫	434
卯	435
印	436
危	437
即	438
却	439
卵	440
卷	441
卸	442
卿	443
厂	444
厅	445
历	446
厉	447
压	448
厕	449
厘	450
厚	451
厝	452
原	453
厢	454
厦	455
厨	456
去	457
县	458
叁	459
参	460
又	461
叉	462
及	463
友	464
双	465
反	466
发	467
叔	468
取	469
受	470
变	471
叙	472
叠	473
口	474
古	475
句	476
另	477
只	478
叫	479
召	480
叭	481
叮	482
可	483
台	484
史	485
右	486
叶	487
号	488
司	489
叹	490
叽	491
吁	492
吃	493
各	494
合	495
吉	496
吊	497
同	498
名	499
后	500
吐	501
向	502
吓	503
吕	504
吖	505
吗	506
君	507
吞	508
吟	509
否	510
吧	511
吨	512
含	513
听	514
启	515
吴	516
吵	517
吸	518
吹	519
吻	520
吾	521
呀	522
呆	523
呈	524
告	525
呐	526
呕	527
呗	528
员	529
呛	530
呢	531
呦	532
周	533
呱	534
味	535
呵	536
呷	537
呼	538
命	539
咀	540
咋	541
和	542
咏	543
咔	544
咕	545
咖	546
咚	547
咤	548
咨	549
咪	550
咱	551
咳	552
咸	553
咻	554
咽	555
哀	556
品	557
哆	558
哇	559
哈	560
响	561
哎	562
哒	563
哓	564
哔	565
哗	566
哚	567
哟	568
哥	569
哦	570
哨	571
哪	572
哮	573
哲	574
哺	575
唇	576
唐	577
唔	578
唛	579
唢	580
唤	581
售	582
唯	583
唱	584
唻	585
啃	586
啄	587
商	588
啊	589
啡	590
啤	591
啥	592
啦	593
啵	594
啸	595
啼	596
啾	597
喀	598
善	599
喆	600
喇	601
喉	602
喊	603
喔	604
喘	605
喜	606
喝	607
喨	608
喱	609
喵	610
喷	611
喻	612
喽	613
嗅	614
嗒	615
嗝	616
嗡	617
嗨	618
嗲	619
嗽	620
嘀	621
嘉	622
嘎	623
嘛	624
嘟	625
嘢	626
嘬	627
嘴	628
嘻	629
嘿	630
噜	631
噢	632
器	633
噪	634
嚏	635
嚼	636
囊	637
囍	638
囗	639
四	640
回	641
因	642
囡	643
团	644
囧	645
园	646
困	647
囱	648
围	649
固	650
国	651
图	652
囿	653
圃	654
圆	655
圈	656
圗	657
圜	658
土	659
圣	660
圧	661
在	662
圩	663
圪	664
地	665
圳	666
场	667
圾	668
址	669
坂	670
均	671
坊	672
坋	673
坎	674
坏	675
坐	676
坑	677
块	678
坚	679
坛	680
坝	681
坞	682
坟	683
坠	684
坡	685
坤	686
坦	687
坨	688
坪	689
坯	690
垂	691
垃	692
型	693
垒	694
垓	695
垛	696
垢	697
垣	698
垦	699
垧	700
垫	701
埃	702
埋	703
城	704
埔	705
埗	706
域	707
埠	708
培	709
基	710
堂	711
堃	712
堆	713
堑	714
堡	715
堤	716
堰	717
堵	718
塑	719
塔	720
塘	721
塞	722
填	723
塾	724
境	725
墅	726
墓	727
墙	728
增	729
墟	730
墨	731
墩	732
壁	733
壕	734
壤	735
士	736
壮	737
声	738
壳	739
壶	740
壹	741
处	742
备	743
夌	744
复	745
夏	746
夕	747
外	748
夙	749
多	750
夜	751
够	752
大	753
天	754
太	755
夫	756
央	757
夯	758
失	759
头	760
夷	761
夹	762
夺	763
奂	764
奇	765
奈	766
奉	767
奋	768
奎	769
奏	770
契	771
奓	772
奔	773
奕	774
奖	775
套	776
奠	777
奢	778
奥	779
女	780
奴	781
奶	782
她	783
好	784
如	785
妃	786
妆	787
妇	788
妈	789
妊	790
妍	791
妖	792
妙	793
妞	794
妤	795
妥	796
妮	797
妯	798
妹	799
妻	800
姆	801
始	802
姐	803
姑	804
姓	805
委	806
姗	807
姚	808
姜	809
姣	810
姥	811
姨	812
姬	813
姻	814
姿	815
威	816
娃	817
娄	818
娅	819
娇	820
娌	821
娓	822
娘	823
娜	824
娟	825
娠	826
娣	827
娱	828
娲	829
娽	830
婆	831
婉	832
婕	833
婚	834
婴	835
婵	836
婷	837
媄	838
媒	839
媚	840
媛	841
媳	842
嫁	843
嫂	844
嫚	845
嫩	846
嬉	847
子	848
孔	849
孕	850
孖	851
字	852
存	853
孙	854
孚	855
孜	856
孝	857
孟	858
季	859
孤	860
学	861
孩	862
孬	863
孵	864
宁	865
它	866
宅	867
宇	868
守	869
安	870
宋	871
完	872
宏	873
宓	874
宗	875
官	876
宙	877
定	878
宛	879
宜	880
宝	881
实	882
宠	883
审	884
客	885
宣	886
室	887
宦	888
宪	889
宫	890
宰	891
害	892
宴	893
宵	894
家	895
宸	896
容	897
宽	898
宾	899
宿	900
寂	901
寄	902
寅	903
密	904
寇	905
富	906
寒	907
寓	908
寝	909
察	910
寨	911
寰	912
寳	913
寸	914
对	915
寺	916
寻	917
导	918
寿	919
封	920
専	921
射	922
将	923
尊	924
小	925
少	926
尓	927
尔	928
尕	929
尖	930
尘	931
尚	932
尝	933
尤	934
尧	935
尬	936
就	937
尹	938
尺	939
尼	940
尽	941
尾	942
尿	943
局	944
层	945
居	946
屈	947
届	948
屋	949
屌	950
屏	951
屑	952
展	953
属	954
屠	955
履	956
屯	957
山	958
屹	959
屿	960
岁	961
岂	962
岐	963
岑	964
岔	965
岗	966
岙	967
岚	968
岛	969
岢	970
岩	971
岭	972
岱	973
岳	974
岸	975
岽	976
峙	977
峡	978
峨	979
峪	980
峯	981
峰	982
峻	983
崂	984
崇	985
崋	986
崎	987
崔	988
崖	989
崛	990
崧	991
崴	992
崽	993
嵊	994
嵋	995
嵌	996
嵘	997
嵩	998
嶪	999
巅	1000
巍	1001
川	1002
州	1003
巡	1004
巢	1005
工	1006
左	1007
巧	1008
巨	1009
巩	1010
巫	1011
差	1012
己	1013
已	1014
巴	1015
巷	1016
巾	1017
币	1018
市	1019
布	1020
帅	1021
帆	1022
师	1023
希	1024
帐	1025
帕	1026
帘	1027
帛	1028
帜	1029
帝	1030
带	1031
席	1032
帮	1033
常	1034
帼	1035
帽	1036
幂	1037
幅	1038
幕	1039
幛	1040
幢	1041
干	1042
平	1043
年	1044
并	1045
幸	1046
幻	1047
幼	1048
幽	1049
广	1050
庄	1051
庆	1052
床	1053
序	1054
庐	1055
库	1056
应	1057
底	1058
店	1059
庙	1060
庚	1061
府	1062
庞	1063
废	1064
度	1065
座	1066
庭	1067
庵	1068
康	1069
廉	1070
廊	1071
廓	1072
廖	1073
延	1074
廷	1075
建	1076
廿	1077
开	1078
异	1079
弃	1080
弄	1081
弈	1082
式	1083
弓	1084
引	1085
弗	1086
弘	1087
弛	1088
弟	1089
张	1090
弥	1091
弦	1092
弧	1093
弯	1094
弱	1095
弹	1096
强	1097
归	1098
当	1099
录	1100
彝	1101
形	1102
彤	1103
彦	1104
彩	1105
彪	1106
彬	1107
彭	1108
影	1109
役	1110
彻	1111
彼	1112
往	1113
征	1114
径	1115
待	1116
很	1117
徉	1118
律	1119
徐	1120
徒	1121
徕	1122
得	1123
徜	1124
御	1125
循	1126
微	1127
徳	1128
德	1129
徽	1130
心	1131
必	1132
忆	1133
志	1134
忘	1135
忙	1136
忠	1137
忧	1138
快	1139
忱	1140
念	1141
忻	1142
怀	1143
态	1144
怎	1145
怕	1146
思	1147
怡	1148
急	1149
性	1150
怪	1151
总	1152
恂	1153
恋	1154
恍	1155
恒	1156
恕	1157
恢	1158
恤	1159
恩	1160
恭	1161
息	1162
恰	1163
恶	1164
恺	1165
悉	1166
悍	1167
悟	1168
悠	1169
患	1170
悦	1171
您	1172
悬	1173
悸	1174
情	1175
惊	1176
惑	1177
惕	1178
惚	1179
惜	1180
惟	1181
惠	1182
惦	1183
惩	1184
惯	1185
想	1186
愁	1187
愈	1188
愉	1189
意	1190
愚	1191
感	1192
愧	1193
愿	1194
慈	1195
慌	1196
慎	1197
慕	1198
慢	1199
慧	1200
慰	1201
慷	1202
憨	1203
憩	1204
憬	1205
憾	1206
懂	1207
懋	1208
懒	1209
懮	1210
懿	1211
戈	1212
戊	1213
戎	1214
戏	1215
成	1216
我	1217
戒	1218
或	1219
战	1220
戚	1221
截	1222
戴	1223
户	1224
房	1225
所	1226
扁	1227
扇	1228
手	1229
才	1230
扎	1231
扑	1232
扒	1233
打	1234
扔	1235
托	1236
扙	1237
扛	1238
扞	1239
扣	1240
扦	1241
执	1242
扩	1243
扪	1244
扫	1245
扬	1246
扭	1247
扮	1248
扯	1249
扰	1250
扳	1251
扶	1252
批	1253
找	1254
承	1255
技	1256
抄	1257
把	1258
抒	1259
抓	1260
投	1261
抖	1262
抗	1263
折	1264
抚	1265
抛	1266
抢	1267
护	1268
报	1269
披	1270
抱	1271
抵	1272
抹	1273
押	1274
抽	1275
抿	1276
担	1277
拆	1278
拇	1279
拉	1280
拌	1281
拍	1282
拎	1283
拐	1284
拒	1285
拓	1286
拔	1287
拖	1288
招	1289
拜	1290
拟	1291
拢	1292
拥	1293
拦	1294
拨	1295
择	1296
括	1297
拱	1298
拳	1299
拴	1300
拷	1301
拼	1302
拽	1303
拾	1304
拿	1305
持	1306
挂	1307
指	1308
按	1309
挑	1310
挖	1311
挚	1312
挞	1313
挡	1314
挣	1315
挤	1316
挥	1317
挪	1318
振	1319
挺	1320
挽	1321
捆	1322
捉	1323
捌	1324
捍	1325
捏	1326
捐	1327
捕	1328
捞	1329
损	1330
捡	1331
换	1332
捧	1333
据	1334
捶	1335
捷	1336
掂	1337
授	1338
掉	1339
掌	1340
掏	1341
排	1342
掘	1343
探	1344
接	1345
控	1346
推	1347
掩	1348
措	1349
掺	1350
揉	1351
描	1352
提	1353
插	1354
握	1355
揪	1356
揭	1357
援	1358
揸	1359
揽	1360
搂	1361
搅	1362
搏	1363
搓	1364
搜	1365
搞	1366
搬	1367
搭	1368
携	1369
摄	1370
摆	1371
摇	1372
摊	1373
摔	1374
摘	1375
摩	1376
摸	1377
撑	1378
撒	1379
撕	1380
撞	1381
撤	1382
撬	1383
播	1384
撮	1385
撸	1386
撼	1387
擀	1388
擂	1389
擅	1390
操	1391
擎	1392
擦	1393
攀	1394
支	1395
收	1396
攸	1397
改	1398
攻	1399
放	1400
政	1401
故	1402
效	1403
敌	1404
敏	1405
救	1406
敖	1407
教	1408
敞	1409
敟	1410
敢	1411
散	1412
敦	1413
敬	1414
数	1415
敲	1416
整	1417
敷	1418
文	1419
斋	1420
斌	1421
斐	1422
斑	1423
斓	1424
斗	1425
料	1426
斛	1427
斜	1428
斤	1429
断	1430
斯	1431
新	1432
方	1433
施	1434
旁	1435
旅	1436
旋	1437
旌	1438
族	1439
旗	1440
无	1441
既	1442
日	1443
旦	1444
旧	1445
旨	1446
早	1447
旬	1448
旭	1449
旱	1450
时	1451
旺	1452
昀	1453
昂	1454
昆	1455
昇	1456
昊	1457
昌	1458
明	1459
昏	1460
易	1461
昔	1462
昕	1463
星	1464
映	1465
春	1466
昭	1467
是	1468
昱	1469
昵	1470
昶	1471
昼	1472
昽	1473
显	1474
晃	1475
晋	1476
晏	1477
晒	1478
晓	1479
晕	1480
晖	1481
晗	1482
晚	1483
晞	1484
晟	1485
晨	1486
普	1487
景	1488
晰	1489
晴	1490
晶	1491
智	1492
晾	1493
暂	1494
暄	1495
暑	1496
暖	1497
暗	1498
暨	1499
暴	1500
曙	1501
曜	1502
曦	1503
曰	1504
曲	1505
更	1506
曹	1507
曼	1508
曾	1509
替	1510
最	1511
月	1512
有	1513
朋	1514
服	1515
朔	1516
朕	1517
朗	1518
望	1519
朝	1520
期	1521
木	1522
未	1523
末	1524
本	1525
札	1526
术	1527
朱	1528
朴	1529
朵	1530
机	1531
朽	1532
杀	1533
杂	1534
权	1535
杆	1536
杉	1537
李	1538
杏	1539
材	1540
村	1541
杖	1542
杜	1543
杞	1544
束	1545
杠	1546
条	1547
来	1548
杨	1549
杭	1550
杯	1551
杰	1552
杳	1553
杷	1554
松	1555
板	1556
极	1557
构	1558
枇	1559
枉	1560
枋	1561
析	1562
枕	1563
林	1564
果	1565
枝	1566
枞	1567
枢	1568
枣	1569
枪	1570
枫	1571
枭	1572
枯	1573
枱	1574
架	1575
枸	1576
柏	1577
某	1578
柑	1579
柒	1580
染	1581
柔	1582
柘	1583
柚	1584
柛	1585
柜	1586
柠	1587
查	1588
柬	1589
柯	1590
柱	1591
柳	1592
柴	1593
柿	1594
栅	1595
标	1596
栈	1597
栋	1598
栏	1599
树	1600
栓	1601
栖	1602
栗	1603
校	1604
株	1605
样	1606
核	1607
根	1608
格	1609
栽	1610
栾	1611
桁	1612
桂	1613
桃	1614
框	1615
案	1616
桉	1617
桌	1618
桐	1619
桑	1620
桔	1621
桖	1622
桢	1623
档	1624
桥	1625
桦	1626
桩	1627
桶	1628
梁	1629
梅	1630
梏	1631
梓	1632
梗	1633
梦	1634
梧	1635
梨	1636
梭	1637
梯	1638
械	1639
梳	1640
梵	1641
检	1642
棉	1643
棋	1644
棍	1645
棒	1646
棕	1647
棚	1648
棛	1649
棠	1650
森	1651
棵	1652
棺	1653
椅	1654
植	1655
椎	1656
椒	1657
椰	1658
椹	1659
椿	1660
楂	1661
楚	1662
楠	1663
楷	1664
楼	1665
楽	1666
概	1667
榄	1668
榆	1669
榈	1670
榔	1671
榕	1672
榜	1673
榞	1674
榨	1675
榭	1676
榴	1677
榻	1678
槎	1679
槐	1680
様	1681
槟	1682
槽	1683
槿	1684
樊	1685
樟	1686
模	1687
横	1688
樱	1689
樵	1690
樽	1691
橄	1692
橘	1693
橙	1694
橡	1695
橦	1696
橱	1697
檀	1698
檬	1699
欠	1700
次	1701
欢	1702
欣	1703
欧	1704
欲	1705
款	1706
歆	1707
歇	1708
歌	1709
止	1710
正	1711
此	1712
步	1713
武	1714
歧	1715
歪	1716
死	1717
殊	1718
残	1719
殖	1720
殡	1721
段	1722
殿	1723
毁	1724
毂	1725
毅	1726
母	1727
每	1728
毒	1729
毓	1730
比	1731
毕	1732
毛	1733
毡	1734
毫	1735
毯	1736
毽	1737
氏	1738
民	1739
气	1740
氙	1741
氛	1742
氟	1743
氢	1744
氧	1745
氨	1746
氩	1747
氪	1748
氮	1749
氯	1750
氰	1751
水	1752
永	1753
氽	1754
汀	1755
汁	1756
求	1757
汆	1758
汇	1759
汉	1760
汊	1761
汐	1762
汕	1763
汗	1764
汛	1765
汝	1766
江	1767
池	1768
污	1769
汤	1770
汪	1771
汴	1772
汶	1773
汽	1774
汾	1775
沁	1776
沂	1777
沃	1778
沅	1779
沈	1780
沉	1781
沌	1782
沐	1783
沓	1784
沔	1785
沙	1786
沛	1787
沟	1788
没	1789
沣	1790
沥	1791
沧	1792
沪	1793
沫	1794
沱	1795
河	1796
沸	1797
油	1798
治	1799
沼	1800
沽	1801
沾	1802
沿	1803
泄	1804
泉	1805
泊	1806
泌	1807
泓	1808
法	1809
泗	1810
泛	1811
泡	1812
波	1813
泥	1814
注	1815
泩	1816
泪	1817
泰	1818
泳	1819
泵	1820
泷	1821
泸	1822
泺	1823
泻	1824
泼	1825
泽	1826
泾	1827
洁	1828
洋	1829
洒	1830
洗	1831
洛	1832
洞	1833
津	1834
洪	1835
洱	1836
洲	1837
洺	1838
活	1839
洼	1840
洽	1841
派	1842
流	1843
浅	1844
浆	1845
浇	1846
测	1847
济	1848
浏	1849
浑	1850
浒	1851
浓	1852
浔	1853
浙	1854
浚	1855
浜	1856
浠	1857
浣	1858
浦	1859
浩	1860
浪	1861
浮	1862
浴	1863
海	1864
浸	1865
涂	1866
消	1867
涉	1868
涌	1869
涕	1870
涛	1871
涞	1872
涡	1873
涤	1874
润	1875
涧	1876
涩	1877
涫	1878
涮	1879
涯	1880
液	1881
涵	1882
淀	1883
淄	1884
淅	1885
淇	1886
淋	1887
淑	1888
淘	1889
淞	1890
淡	1891
淮	1892
深	1893
淳	1894
混	1895
添	1896
淼	1897
清	1898
渊	1899
渍	1900
渐	1901
渔	1902
渗	1903
渝	1904
渠	1905
渡	1906
渣	1907
温	1908
渭	1909
港	1910
渴	1911
游	1912
湃	1913
湄	1914
湓	1915
湖	1916
湘	1917
湛	1918
湟	1919
湾	1920
湿	1921
溃	1922
溉	1923
源	1924
溜	1925
溢	1926
溧	1927
溪	1928
溯	1929
溶	1930
溸	1931
滁	1932
滇	1933
滋	1934
滏	1935
滑	1936
滕	1937
滘	1938
滙	1939
滚	1940
滟	1941
满	1942
滢	1943
滤	1944
滨	1945
滩	1946
滴	1947
漂	1948
漆	1949
漏	1950
演	1951
漕	1952
漠	1953
漫	1954
漯	1955
漳	1956
漾	1957
潇	1958
潍	1959
潘	1960
潜	1961
潞	1962
潢	1963
潭	1964
潮	1965
潼	1966
澄	1967
澈	1968
澎	1969
澜	1970
澡	1971
澧	1972
澳	1973
激	1974
濑	1975
濠	1976
瀑	1977
瀚	1978
瀛	1979
灌	1980
灏	1981
灡	1982
火	1983
灭	1984
灯	1985
灰	1986
灵	1987
灶	1988
灸	1989
灼	1990
灾	1991
灿	1992
炀	1993
炉	1994
炊	1995
炎	1996
炒	1997
炔	1998
炕	1999
炖	2000
炙	2001
炜	2002
炝	2003
炤	2004
炫	2005
炬	2006
炭	2007
炮	2008
炳	2009
炸	2010
点	2011
炼	2012
炽	2013
烂	2014
烈	2015
烊	2016
烘	2017
烙	2018
烛	2019
烜	2020
烟	2021
烤	2022
烦	2023
烧	2024
烨	2025
烩	2026
烫	2027
热	2028
烯	2029
烹	2030
烽	2031
焊	2032
焕	2033
焖	2034
焗	2035
焙	2036
焦	2037
焰	2038
焱	2039
然	2040
煊	2041
煋	2042
煌	2043
煎	2044
煜	2045
煤	2046
煦	2047
照	2048
煨	2049
煮	2050
煲	2051
煸	2052
熄	2053
熊	2054
熏	2055
熔	2056
熙	2057
熟	2058
熠	2059
熨	2060
熬	2061
熹	2062
燃	2063
燎	2064
燕	2065
燘	2066
燚	2067
燥	2068
爆	2069
爪	2070
爬	2071
爱	2072
爵	2073
父	2074
爷	2075
爸	2076
爽	2077
片	2078
版	2079
牌	2080
牙	2081
牛	2082
牟	2083
牡	2084
牢	2085
牧	2086
物	2087
牵	2088
特	2089
犀	2090
犇	2091
犬	2092
犯	2093
状	2094
犹	2095
狂	2096
狄	2097
狐	2098
狗	2099
狠	2100
独	2101
狭	2102
狮	2103
狱	2104
狸	2105
狼	2106
猎	2107
猗	2108
猛	2109
猜	2110
猪	2111
猫	2112
猬	2113
献	2114
猴	2115
獭	2116
玄	2117
率	2118
玉	2119
王	2120
玖	2121
玛	2122
玥	2123
玩	2124
玫	2125
玮	2126
环	2127
现	2128
玲	2129
玺	2130
玻	2131
珀	2132
珂	2133
珈	2134
珊	2135
珍	2136
珏	2137
珑	2138
珙	2139
珞	2140
珠	2141
班	2142
珺	2143
球	2144
琅	2145
理	2146
琉	2147
琛	2148
琢	2149
琥	2150
琦	2151
琨	2152
琪	2153
琳	2154
琴	2155
琵	2156
琶	2157
琼	2158
瑁	2159
瑙	2160
瑚	2161
瑛	2162
瑜	2163
瑞	2164
瑟	2165
瑭	2166
瑰	2167
瑶	2168
瑾	2169
璃	2170
璇	2171
璐	2172
璜	2173
璞	2174
璟	2175
璧	2176
璨	2177
瓜	2178
瓢	2179
瓣	2180
瓦	2181
瓮	2182
瓶	2183
瓷	2184
甄	2185
甏	2186
甘	2187
甚	2188
甜	2189
生	2190
用	2191
甩	2192
甫	2193
甬	2194
田	2195
由	2196
甲	2197
申	2198
电	2199
男	2200
甸	2201
町	2202
画	2203
畅	2204
畈	2205
界	2206
畏	2207
畔	2208
留	2209
畜	2210
略	2211
番	2212
畸	2213
疆	2214
疏	2215
疑	2216
疗	2217
疙	2218
疡	2219
疣	2220
疤	2221
疥	2222
疫	2223
疮	2224
疯	2225
疱	2226
疲	2227
疹	2228
疼	2229
疾	2230
病	2231
症	2232
痒	2233
痔	2234
痕	2235
痘	2236
痛	2237
痣	2238
痤	2239
痧	2240
痨	2241
痰	2242
痹	2243
痿	2244
瘁	2245
瘊	2246
瘘	2247
瘙	2248
瘢	2249
瘤	2250
瘦	2251
瘩	2252
瘫	2253
瘾	2254
癌	2255
癜	2256
癣	2257
癫	2258
癸	2259
登	2260
白	2261
百	2262
皂	2263
的	2264
皆	2265
皇	2266
皈	2267
皋	2268
皓	2269
皖	2270
皙	2271
皮	2272
皱	2273
皲	2274
皿	2275
盅	2276
盆	2277
盈	2278
益	2279
盐	2280
监	2281
盒	2282
盔	2283
盖	2284
盗	2285
盘	2286
盛	2287
盟	2288
目	2289
盱	2290
盲	2291
直	2292
相	2293
盼	2294
盾	2295
省	2296
眉	2297
看	2298
眙	2299
真	2300
眠	2301
眩	2302
眸	2303
眼	2304
着	2305
睛	2306
睡	2307
睢	2308
督	2309
睦	2310
睫	2311
睿	2312
瞄	2313
瞬	2314
瞰	2315
瞳	2316
瞻	2317
瞿	2318
矗	2319
知	2320
矩	2321
矫	2322
短	2323
矮	2324
石	2325
矶	2326
矽	2327
矾	2328
矿	2329
砀	2330
码	2331
砂	2332
砋	2333
砌	2334
砍	2335
研	2336
砖	2337
砚	2338
砥	2339
砭	2340
砰	2341
破	2342
砸	2343
砺	2344
砼	2345
础	2346
硂	2347
硅	2348
硒	2349
硕	2350
硚	2351
硝	2352
硫	2353
硬	2354
确	2355
碁	2356
碍	2357
碎	2358
碑	2359
碗	2360
碚	2361
碟	2362
碣	2363
碧	2364
碰	2365
碱	2366
碳	2367
碾	2368
磁	2369
磅	2370
磊	2371
磐	2372
磨	2373
磷	2374
磺	2375
礴	2376
示	2377
礼	2378
社	2379
祁	2380
祈	2381
祎	2382
祖	2383
祙	2384
祛	2385
祝	2386
神	2387
祠	2388
祥	2389
票	2390
祭	2391
祸	2392
祺	2393
禁	2394
禄	2395
禅	2396
福	2397
禧	2398
禹	2399
禺	2400
离	2401
禽	2402
禾	2403
秀	2404
私	2405
秃	2406
秆	2407
秉	2408
秋	2409
种	2410
科	2411
秒	2412
秘	2413
租	2414
秤	2415
秦	2416
秩	2417
秭	2418
积	2419
称	2420
秸	2421
移	2422
稀	2423
程	2424
稍	2425
税	2426
稚	2427
稞	2428
稠	2429
稳	2430
稷	2431
稻	2432
稼	2433
稽	2434
穂	2435
穆	2436
穗	2437
穴	2438
究	2439
穷	2440
空	2441
穿	2442
突	2443
窃	2444
窄	2445
窑	2446
窖	2447
窗	2448
窝	2449
窦	2450
窨	2451
立	2452
竖	2453
站	2454
竞	2455
竟	2456
章	2457
竣	2458
童	2459
竭	2460
端	2461
竹	2462
竺	2463
竿	2464
笃	2465
笈	2466
笋	2467
笑	2468
笔	2469
笙	2470
笛	2471
笠	2472
符	2473
笨	2474
第	2475
笺	2476
笼	2477
等	2478
筋	2479
筑	2480
筒	2481
答	2482
策	2483
筛	2484
筝	2485
筠	2486
筱	2487
筷	2488
筹	2489
签	2490
简	2491
箍	2492
箔	2493
箕	2494
算	2495
管	2496
箫	2497
箭	2498
箱	2499
篆	2500
篇	2501
篓	2502
篮	2503
篱	2504
篷	2505
簧	2506
簸	2507
籁	2508
籍	2509
籣	2510
米	2511
类	2512
籽	2513
粉	2514
粑	2515
粒	2516
粗	2517
粘	2518
粟	2519
粢	2520
粤	2521
粥	2522
粪	2523
粮	2524
粱	2525
粹	2526
粼	2527
粽	2528
精	2529
糁	2530
糊	2531
糕	2532
糖	2533
糜	2534
糟	2535
糠	2536
糯	2537
系	2538
素	2539
索	2540
紧	2541
紫	2542
累	2543
絮	2544
繁	2545
纂	2546
纠	2547
红	2548
纤	2549
约	2550
级	2551
纪	2552
纫	2553
纬	2554
纯	2555
纱	2556
纲	2557
纳	2558
纵	2559
纶	2560
纷	2561
纸	2562
纹	2563
纺	2564
纽	2565
线	2566
练	2567
组	2568
绅	2569
细	2570
织	2571
终	2572
绍	2573
绎	2574
经	2575
绑	2576
绒	2577
结	2578
绕	2579
绘	2580
给	2581
络	2582
绝	2583
绞	2584
统	2585
绢	2586
绣	2587
绥	2588
继	2589
绨	2590
绩	2591
绪	2592
续	2593
绮	2594
绰	2595
绳	2596
维	2597
绵	2598
绶	2599
绸	2600
综	2601
绽	2602
